	baseMean	log2FoldChange	lfcSE	pvalue	padj
FGBKPADF_00001	52605.0567820962	-0.0265163707994235	0.0322146172380264	0.295442303216582	0.678812800222686
FGBKPADF_00002	44167.2608204198	-0.0325048287864051	0.0336649961602189	0.209666533623063	0.603643103983556
FGBKPADF_00003	2980.68037100898	-0.000226942368018327	0.0445567619040958	0.993188964806647	0.998431450764982
FGBKPADF_00004	21707.5237219873	-0.0244850925959714	0.0344729546615304	0.348043959150785	0.724030278757695
FGBKPADF_00005	5377.55947189653	-0.0391088769817721	0.0397447097439982	0.156633505447045	0.540903918629006
FGBKPADF_00006	21579.1602970582	-0.00565532820427961	0.0336756460527939	0.826119801553008	0.948275351323594
FGBKPADF_00007	20787.8712152457	-0.00757483310694404	0.038315997019073	0.776714495189616	0.93005517515789
FGBKPADF_00008	4283.01148300481	0.00666911451679192	0.0387390168314732	0.803090623294035	0.942859643765522
FGBKPADF_00009	12620.644095348	0.0245459388991281	0.0423280292100873	0.369764470903309	0.740890515344926
FGBKPADF_00010	17980.6045342341	0.0192441455590011	0.0349489104701892	0.462246257087428	0.803603830783209
FGBKPADF_00011	10144.2920849877	-0.0586481688860718	0.0507422316718771	0.0525496273414702	0.354160456715354
FGBKPADF_00012	15698.0504330402	-0.0249339415464333	0.0571488915069187	0.338773445538025	0.715450842574788
FGBKPADF_00013	4105.75946092359	-0.0376251429813886	0.062755618215712	0.173667241899185	0.565383354182901
FGBKPADF_00014	14757.5458795108	-0.0354703105943889	0.0543921733126876	0.204109852406848	0.600077885360838
FGBKPADF_00015	230.038531374243	-0.0131384645496055	0.0622272312889663	0.564742241500372	0.846754921611368
FGBKPADF_00016	3776.79569518889	0.0238466112590142	0.0451400110348835	0.38296280740977	0.752297748026723
FGBKPADF_00017	5065.15535976975	0.047287521437704	0.0414943172874799	0.0938280776949477	0.447888179769713
FGBKPADF_00018	112.518475994937	0.00103059338191395	0.0641918422746796	0.960402717961256	0.987094968352515
FGBKPADF_00019	292.678530909378	-0.0223521487150132	0.0654331863418727	0.348713467811796	0.725027073632714
FGBKPADF_00020	862.407028301334	0.00470916788480557	0.0454109973792893	0.858979505925896	0.956806717731741
FGBKPADF_00021	2662.45815279695	-0.220868904192333	0.0751889358689593	2.18056331484473e-05	0.00421786070008803
FGBKPADF_00022	9903.49482605844	-0.0095046117127869	0.0392960322734309	0.723070599282451	0.908669057296884
FGBKPADF_00023	11303.6570539827	0.00693343585103363	0.0360988869739259	0.792494691391825	0.940115510544579
FGBKPADF_00024	21097.286058777	-0.000772958444265123	0.0362607502933409	0.976616501053001	0.993164034580158
FGBKPADF_00025	6226.9972583577	0.00182124574418765	0.0411070029391374	0.945865636673049	0.980890370743649
FGBKPADF_00026	3450.76154968265	-0.0586806489687899	0.0564715951579479	0.0569037643883795	0.363241850766464
FGBKPADF_00027	1298.14242404278	-0.082836518225453	0.0839905644094592	0.0215760982965591	0.234327575137995
FGBKPADF_00028	1136.43818664084	-0.123726873609644	0.0968339893423936	0.00479890256102977	0.113871687928666
FGBKPADF_00029	1485.82266045424	-0.0979663192596086	0.0716952339119285	0.00826775857846663	0.141355853537367
FGBKPADF_00030	426.949165564484	0.0548749595994552	0.0694153715907506	0.0733122757525175	0.406080976550925
FGBKPADF_00031	2397.59033480278	0.0536042468725634	0.0557785384859082	0.0759193946009423	0.406595174936321
FGBKPADF_00032	2499.37437477595	0.0172040691656315	0.039833062289318	0.523941045236702	0.8297518299981
FGBKPADF_00033	54.9095002465477	-0.0121029714674954	0.0720181196857545	0.519587393034972	0.827230069661578
FGBKPADF_00034	19.2721418584888	0.00882691932511194	0.0787593784914947	0.530449885608672	0.832159643444576
FGBKPADF_00035	43.4532177877969	-0.00184809529810262	0.0727632909837499	0.910464615507468	0.971713167979837
FGBKPADF_00036	1055.00455100878	-0.027752419229411	0.0576523558210291	0.294075870666269	0.678047815597953
