	baseMean	log2FoldChange	lfcSE	pvalue	padj
FGBKPADF_00001	52605.0567820962	0.00057260774994387	0.0276567894375364	0.976089941306205	0.997029260475206
FGBKPADF_00002	44167.2608204198	-0.0042379441437192	0.0283659343581769	0.824231335079554	0.965827552016639
FGBKPADF_00003	2980.68037100898	-0.0141278090510884	0.0347644823693164	0.378617258348396	0.82725114379156
FGBKPADF_00004	21707.5237219873	-0.00574373396556615	0.029101858556364	0.762440426514952	0.945391995392203
FGBKPADF_00005	5377.55947189653	0.0123686522552178	0.0313179780175709	0.502562858898518	0.871240861686277
FGBKPADF_00006	21579.1602970582	-0.00884153415566392	0.0289877780732277	0.642372448123986	0.916716604938911
FGBKPADF_00007	20787.8712152457	-0.0270514908137349	0.0322254857086012	0.142818820060754	0.703199582490818
FGBKPADF_00008	4283.01148300481	-0.00366802715730071	0.0318461512668489	0.839311088442809	0.968660559528194
FGBKPADF_00009	12620.644095348	-0.021603553577273	0.0334730747989053	0.21728849143379	0.760127476467558
FGBKPADF_00010	17980.6045342341	-0.00824287212673658	0.0295509243267346	0.663384390998748	0.918585723804346
FGBKPADF_00011	10144.2920849877	0.0147370703218797	0.0336960023392884	0.387925071506473	0.830465530133985
FGBKPADF_00012	15698.0504330402	0.0195686106888823	0.0377492002143715	0.112027686979245	0.671152300654473
FGBKPADF_00013	4105.75946092359	0.0048988119027894	0.0371219651314857	0.685909627765318	0.921264929314236
FGBKPADF_00014	14757.5458795108	0.0242784375661612	0.0366985167206754	0.092315611017417	0.638583450192082
FGBKPADF_00015	230.038531374243	0.0024930262089385	0.0383131274846371	0.782249751617447	0.951447374576147
FGBKPADF_00016	3776.79569518889	-0.0179128223261924	0.0344825848402208	0.277748117214161	0.789095115021979
FGBKPADF_00017	5065.15535976975	-0.00174721596819311	0.0314489131264558	0.923837131358132	0.982057712711108
FGBKPADF_00018	112.518475994937	-0.00491841758293676	0.0388440417347227	0.51690538866417	0.874138814410803
FGBKPADF_00019	292.678530909378	-0.0152790750114746	0.039139733621385	0.103732583426201	0.664123147201995
FGBKPADF_00020	862.407028301334	0.00681313302408225	0.0349330578776945	0.662570091128013	0.918420871332744
FGBKPADF_00021	2662.45815279695	0.0360638794958938	0.0346097231556106	0.0395196635992469	0.581978175068197
FGBKPADF_00022	9903.49482605844	0.0140376772002139	0.0322634347633698	0.436058935945615	0.844923295014264
FGBKPADF_00023	11303.6570539827	-0.0219409923925122	0.0307701953882207	0.244599454648629	0.77113535949521
FGBKPADF_00024	21097.286058777	-0.0202341829492294	0.0308404774282015	0.28161515356099	0.789095115021979
FGBKPADF_00025	6226.9972583577	-0.0104727574256881	0.0331536713679355	0.546482224515278	0.883777502691651
FGBKPADF_00026	3450.76154968265	0.019236543432274	0.035095752166471	0.227781685831737	0.769964703753146
FGBKPADF_00027	1298.14242404278	0.0248130063507106	0.0378129361630165	0.0580994704627772	0.614177093018117
